qualifyId,raceId,driverId,constructorId,number,position,q1,q2,q3,Column2,Column3,Column1
7707,997,825,210,20,8,1:04.460,1:04.291,1:04.051,64051,1.014588943,1:04.051
7708,997,832,4,55,9,1:04.948,1:04.561,1:04.725,64561,1.022667511,1:04.561
7709,997,807,4,27,10,1:04.864,1:04.676,1:05.019,64676,1.024489149,1:04.676
7710,997,839,10,31,11,1:05.148,1:04.845,,64845,1.027166165,1:04.845
7711,997,842,5,10,12,1:05.011,1:04.874,,64874,1.027625535,1:04.874
7712,997,844,15,16,13,1:04.967,1:04.979,,64967,1.029098685,1:04.967
7713,997,4,1,14,14,1:04.965,1:05.058,,64965,1.029067005,1:04.965
7714,997,840,3,18,15,1:05.264,1:05.286,,65264,1.033803263,1:05.264
7715,997,838,1,2,16,1:05.271,,,65271,1.033914145,1:05.271
7716,997,815,10,11,17,1:05.279,,,65279,1.034040868,1:05.279
7717,997,845,3,35,18,1:05.322,,,65322,1.034722002,1:05.322
7718,997,843,5,28,19,1:05.366,,,65366,1.035418977,1:05.366
7719,997,828,15,9,20,1:05.479,,,65479,1.037208934,1:05.479
7680,996,1,131,44,1,1:31.271,1:30.645,1:30.029,90029,1,1:30.029
7681,996,822,131,77,2,1:31.776,1:31.227,1:30.147,90147,1.001310689,1:30.147
7682,996,20,6,5,3,1:31.820,1:30.751,1:30.400,90400,1.004120894,1:30.400
7683,996,830,9,33,4,1:31.531,1:30.818,1:30.705,90705,1.007508692,1:30.705
7684,996,817,9,3,5,1:31.910,1:31.538,1:30.895,90895,1.009619123,1:30.895
7685,996,8,6,7,6,1:31.567,1:30.772,1:31.057,90772,1.008252896,1:30.772
7686,996,832,4,55,7,1:32.394,1:32.016,1:32.126,92016,1.022070666,1:32.016
7687,996,844,15,16,8,1:32.538,1:32.055,1:32.635,92055,1.02250386,1:32.055
7688,996,825,210,20,9,1:32.169,1:31.510,1:32.930,91510,1.016450255,1:31.510
7689,996,154,210,8,10,1:32.083,1:31.472,,91472,1.016028169,1:31.472
7690,996,839,10,31,11,1:32.786,1:32.075,,92075,1.022726011,1:32.075
7691,996,807,4,27,12,1:32.949,1:32.115,,92115,1.023170312,1:32.115
7692,996,815,10,11,13,1:32.692,1:32.454,,92454,1.026935765,1:32.454
7693,996,842,5,10,14,1:32.447,1:32.460,,92447,1.026858012,1:32.447
7694,996,828,15,9,15,1:32.804,1:32.820,,92804,1.030823401,1:32.804
7695,996,4,1,14,16,1:32.976,,,92976,1.032733897,1:32.976
7696,996,843,5,28,17,1:33.025,,,93025,1.033278166,1:33.025
7697,996,838,1,2,18,1:33.162,,,93162,1.034799898,1:33.162
7698,996,845,3,35,19,1:33.636,,,93636,1.040064868,1:33.636
7699,996,840,3,18,20,1:33.729,,,93729,1.041097868,1:33.729
7660,995,20,6,5,1,1:11.710,1:11.524,1:10.764,70764,1,1:10.764
7661,995,822,131,77,2,1:11.950,1:11.514,1:10.857,70857,1.001314228,1:10.857
7662,995,830,9,33,3,1:12.008,1:11.472,1:10.937,70937,1.002444746,1:10.937
7663,995,1,131,44,4,1:11.835,1:11.740,1:10.996,70996,1.003278503,1:10.996
7664,995,8,6,7,5,1:11.725,1:11.620,1:11.095,71095,1.00467752,1:11.095
7665,995,817,9,3,6,1:12.459,1:11.434,1:11.116,71116,1.004974281,1:11.116
7666,995,807,4,27,7,1:12.795,1:11.916,1:11.973,71916,1.016279464,1:11.916
7667,995,839,10,31,8,1:12.577,1:12.141,1:12.084,72084,1.018653553,1:12.084
7668,995,832,4,55,9,1:12.689,1:12.097,1:12.168,72097,1.018837262,1:12.097
7669,995,815,10,11,10,1:12.702,1:12.395,1:12.671,72395,1.023048443,1:12.395
7678,995,825,210,20,11,1:12.680,1:12.606,,72606,1.026030185,1:12.606
7670,995,843,5,28,12,1:12.587,1:12.635,,72587,1.025761687,1:12.587
7679,995,844,15,16,13,1:12.945,1:12.661,,72661,1.026807416,1:12.661
7671,995,4,1,14,14,1:12.979,1:12.856,,72856,1.029563055,1:12.856
7672,995,838,1,2,15,1:12.998,1:12.865,,72865,1.029690238,1:12.865
7673,995,842,5,10,16,1:13.047,,,73047,1.032262167,1:13.047
7674,995,840,3,18,17,1:13.590,,,73590,1.03993556,1:13.590
7675,995,845,3,35,18,1:13.643,,,73643,1.040684529,1:13.643
7676,995,828,15,9,19,1:14.593,,,74593,1.054109434,1:14.593
7640,994,817,9,3,1,1:12.013,1:11.278,1:10.810,70810,1,1:10.810
7641,994,20,6,5,2,1:12.415,1:11.518,1:11.039,71039,1.003234006,1:11.039
7642,994,1,131,44,3,1:12.460,1:11.584,1:11.232,71232,1.00595961,1:11.232
7643,994,8,6,7,4,1:12.639,1:11.391,1:11.266,71266,1.006439768,1:11.266
7657,994,822,131,77,5,1:12.434,1:12.002,1:11.441,71441,1.008911171,1:11.441
7658,994,839,10,31,6,1:13.028,1:12.188,1:12.061,72061,1.017666996,1:12.061
7644,994,4,1,14,7,1:12.657,1:12.269,1:12.110,72110,1.018358989,1:12.110
7645,994,832,4,55,8,1:12.950,1:12.286,1:12.130,72130,1.018641435,1:12.130
7646,994,815,10,11,9,1:12.848,1:12.194,1:12.154,72154,1.01898037,1:12.154
7647,994,842,5,10,10,1:12.941,1:12.313,1:12.221,72221,1.019926564,1:12.221
7659,994,807,4,27,11,1:13.065,1:12.411,,72411,1.022609801,1:12.411
7648,994,838,1,2,12,1:12.463,1:12.440,,72440,1.023019348,1:12.440
7649,994,845,3,35,13,1:12.706,1:12.521,,72521,1.024163254,1:12.521
7650,994,844,15,16,14,1:12.829,1:12.714,,72714,1.026888858,1:12.714
7651,994,154,210,8,15,1:12.930,1:12.728,,72728,1.02708657,1:12.728
7652,994,843,5,28,16,1:13.179,,,73179,1.033455727,1:13.179
7653,994,828,15,9,17,1:13.265,,,73265,1.034670244,1:13.265
7654,994,840,3,18,18,1:13.323,,,73323,1.035489338,1:13.323
7655,994,825,210,20,19,1:13.393,,,73393,1.036477899,1:13.393
7620,993,1,131,44,1,1:17.633,1:17.166,1:16.173,76173,1,1:16.173
7621,993,822,131,77,2,1:17.674,1:17.111,1:16.213,76213,1.00052512,1:16.213
7622,993,20,6,5,3,1:17.031,1:16.802,1:16.305,76305,1.001732897,1:16.305
7623,993,8,6,7,4,1:17.483,1:17.071,1:16.612,76612,1.005763197,1:16.612
7624,993,830,9,33,5,1:17.411,1:17.266,1:16.816,76816,1.008441311,1:16.816
7625,993,817,9,3,6,1:17.623,1:17.638,1:16.818,76818,1.008467567,1:16.818
7626,993,825,210,20,7,1:18.169,1:17.618,1:17.676,77618,1.018969976,1:17.618
7627,993,4,1,14,8,1:18.276,1:18.100,1:17.721,77721,1.020322161,1:17.721
7628,993,832,4,55,9,1:18.480,1:17.803,1:17.790,77790,1.021227994,1:17.790
7629,993,154,210,8,10,1:18.305,1:17.699,1:17.835,77699,1.020033345,1:17.699
7630,993,838,1,2,11,1:18.885,1:18.323,,78323,1.028225224,1:18.323
7631,993,842,5,10,12,1:18.550,1:18.463,,78463,1.030063146,1:18.463
7632,993,839,10,31,13,1:18.813,1:18.696,,78696,1.033121972,1:18.696
7633,993,844,15,16,14,1:18.661,1:18.910,,78661,1.032662492,1:18.661
7634,993,815,10,11,15,1:18.740,1:19.098,,78740,1.033699605,1:18.740
7635,993,807,4,27,16,1:18.923,,,78923,1.036102031,1:18.923
7636,993,828,15,9,17,1:19.493,,,79493,1.043584997,1:19.493
7637,993,845,3,35,18,1:19.695,,,79695,1.046236856,1:19.695
7638,993,840,3,18,19,1:20.225,,,80225,1.053194702,1:20.225
7600,992,20,6,5,1,1:42.762,1:43.015,1:41.498,101498,1,1:41.498
7601,992,1,131,44,2,1:42.693,1:42.676,1:41.677,101677,1.001763582,1:41.677
7602,992,822,131,77,3,1:43.355,1:42.679,1:41.837,101837,1.003339967,1:41.837
7603,992,817,9,3,4,1:42.857,1:43.482,1:41.911,101911,1.004069046,1:41.911
7604,992,830,9,33,5,1:42.642,1:42.901,1:41.994,101994,1.004886796,1:41.994
7605,992,8,6,7,6,1:42.538,1:42.510,1:42.490,102490,1.009773592,1:42.490
7606,992,839,10,31,7,1:43.021,1:42.967,1:42.523,102523,1.010098721,1:42.523
7607,992,815,10,11,8,1:43.992,1:43.366,1:42.547,102547,1.010335179,1:42.547
7608,992,807,4,27,9,1:43.746,1:43.232,1:43.066,103066,1.01544858,1:43.066
7609,992,832,4,55,10,1:43.426,1:43.464,1:43.351,103351,1.018256517,1:43.351
7610,992,840,3,18,11,1:44.359,1:43.585,,103585,1.020561982,1:43.585
7611,992,845,3,35,12,1:44.261,1:43.886,,103886,1.023527557,1:43.886
7612,992,4,1,14,13,1:44.010,1:44.019,,104010,1.024749256,1:44.010
7613,992,844,15,16,14,1:43.752,1:44.074,,103752,1.022207334,1:43.752
7614,992,825,210,20,15,1:43.674,1:44.759,,103674,1.021438846,1:43.674
7615,992,838,1,2,16,1:44.489,,,104489,1.029468561,1:44.489
7616,992,842,5,10,17,1:44.496,,,104496,1.029537528,1:44.496
7617,992,828,15,9,18,1:45.541,,,105541,1.039833297,1:45.541
7618,992,843,5,28,19,1:57.354,,,117354,1.156219827,1:57.354
7580,991,20,6,5,1,1:32.171,1:32.385,1:31.095,91095,1,1:31.095
7581,991,8,6,7,2,1:32.474,1:32.286,1:31.182,91182,1.000955047,1:31.182
7582,991,822,131,77,3,1:32.921,1:32.063,1:31.625,91625,1.005818102,1:31.625
7583,991,1,131,44,4,1:33.283,1:31.914,1:31.675,91675,1.00636698,1:31.675
7584,991,830,9,33,5,1:32.932,1:32.809,1:31.796,91796,1.007695263,1:31.796
7585,991,817,9,3,6,1:33.877,1:32.688,1:31.948,91948,1.009363851,1:31.948
7586,991,807,4,27,7,1:33.545,1:32.494,1:32.532,92494,1.015357594,1:32.494
7587,991,815,10,11,8,1:33.464,1:32.931,1:32.758,92758,1.018255667,1:32.758
7588,991,832,4,55,9,1:33.315,1:32.970,1:32.819,92819,1.018925298,1:32.819
7589,991,154,210,8,10,1:33.238,1:32.524,1:32.855,92524,1.01568692,1:32.524
7590,991,825,210,20,11,1:33.359,1:32.986,,92986,1.020758549,1:32.986
7591,991,839,10,31,12,1:33.585,1:33.057,,93057,1.021537955,1:33.057
7592,991,4,1,14,13,1:33.428,1:33.232,,93232,1.023459026,1:33.232
7593,991,838,1,2,14,1:33.824,1:33.505,,93505,1.026455898,1:33.505
7594,991,843,5,28,15,1:34.013,1:33.795,,93795,1.029639387,1:33.795
7595,991,845,3,35,16,1:34.062,,,94062,1.032570394,1:34.062
7596,991,842,5,10,17,1:34.101,,,94101,1.032998518,1:34.101
7597,991,840,3,18,18,1:34.285,,,94285,1.035018387,1:34.285
7598,991,844,15,16,19,1:34.454,,,94454,1.036873594,1:34.454
7599,991,828,15,9,20,1:34.914,,,94914,1.041923267,1:34.914
7560,990,20,6,5,1,1:29.060,1:28.341,1:27.958,87958,1,1:27.958
7561,990,8,6,7,2,1:28.951,1:28.515,1:28.101,88101,1.001625776,1:28.101
7562,990,822,131,77,3,1:29.275,1:28.794,1:28.124,88124,1.001887264,1:28.124
7563,990,1,131,44,4,1:29.396,1:28.458,1:28.220,88220,1.002978694,1:28.220
7564,990,817,9,3,5,1:29.552,1:28.962,1:28.398,88398,1.005002388,1:28.398
7565,990,842,5,10,6,1:30.121,1:29.836,1:29.329,89329,1.015586985,1:29.329
7566,990,825,210,20,7,1:29.594,1:29.623,1:29.358,89358,1.015916688,1:29.358
7567,990,807,4,27,8,1:30.260,1:29.187,1:29.570,89187,1.013972578,1:29.187
7568,990,839,10,31,9,1:30.338,1:30.009,1:29.874,89874,1.021783124,1:29.874
7569,990,832,4,55,10,1:29.893,1:29.802,1:29.986,89802,1.020964551,1:29.802
7570,990,843,5,28,11,1:30.412,1:30.105,,90105,1.024409377,1:30.105
7571,990,815,10,11,12,1:30.218,1:30.156,,90156,1.024989199,1:30.156
7572,990,4,1,14,13,1:30.530,1:30.212,,90212,1.025625867,1:30.212
7573,990,838,1,2,14,1:30.479,1:30.525,,90479,1.028661407,1:30.479
7574,990,830,9,33,15,1:29.374,,,89374,1.016098593,1:29.374
7575,990,154,210,8,16,1:30.530,,,90530,1.029241229,1:30.530
7576,990,828,15,9,17,1:31.063,,,91063,1.035300939,1:31.063
7577,990,845,3,35,18,1:31.414,,,91414,1.03929148,1:31.414
7578,990,844,15,16,19,1:31.420,,,91420,1.039359694,1:31.420
7579,990,840,3,18,20,1:31.503,,,91503,1.040303327,1:31.503
7540,989,1,131,44,1,1:22.824,1:22.051,1:21.164,81164,1,1:21.164
7541,989,8,6,7,2,1:23.096,1:22.507,1:21.828,81828,1.008180967,1:21.828
7542,989,20,6,5,3,1:23.348,1:21.944,1:21.838,81838,1.008304174,1:21.838
7543,989,830,9,33,4,1:23.483,1:22.416,1:21.879,81879,1.008809324,1:21.879
7544,989,817,9,3,5,1:23.494,1:22.897,1:22.152,82152,1.012172885,1:22.152
7545,989,825,210,20,6,1:23.909,1:23.300,1:23.187,83187,1.024924844,1:23.187
7546,989,154,210,8,7,1:23.671,1:23.468,1:23.339,83339,1.026797595,1:23.339
7547,989,807,4,27,8,1:23.782,1:23.544,1:23.532,83532,1.029175497,1:23.532
7548,989,832,4,55,9,1:23.529,1:23.061,1:23.577,83061,1.023372431,1:23.061
7549,989,822,131,77,10,1:23.686,1:22.089,,82089,1.011396678,1:22.089
7550,989,4,1,14,11,1:23.597,1:23.692,,83597,1.029976344,1:23.597
7551,989,838,1,2,12,1:24.073,1:23.853,,83853,1.033130452,1:23.853
7552,989,815,10,11,13,1:24.344,1:24.005,,84005,1.035003203,1:24.005
7553,989,840,3,18,14,1:24.464,1:24.230,,84230,1.037775368,1:24.230
7554,989,839,10,31,15,1:24.503,1:24.786,,84503,1.041138929,1:24.503
7555,989,843,5,28,16,1:24.532,,,84532,1.04149623,1:24.532
7556,989,828,15,9,17,1:24.556,,,84556,1.041791927,1:24.556
7557,989,844,15,16,18,1:24.636,,,84636,1.042777586,1:24.636
7558,989,845,3,35,19,1:24.922,,,84922,1.046301316,1:24.922
7559,989,842,5,10,20,1:25.295,,,85295,1.050896949,1:25.295
7520,988,822,131,77,1,1:37.356,1:36.822,1:36.231,96231,1,1:36.231
7521,988,1,131,44,2,1:37.391,1:36.742,1:36.403,96403,1.001787366,1:36.403
7522,988,20,6,5,3,1:37.817,1:37.023,1:36.777,96777,1.005673847,1:36.777
7523,988,817,9,3,4,1:38.016,1:37.583,1:36.959,96959,1.00756513,1:36.959
7524,988,8,6,7,5,1:37.453,1:37.302,1:36.985,96985,1.007835313,1:36.985
7525,988,830,9,33,6,1:38.021,1:37.777,1:37.328,97328,1.011399653,1:37.328
7526,988,807,4,27,7,1:38.781,1:38.138,1:38.282,98138,1.019816899,1:38.138
7527,988,815,10,11,8,1:38.601,1:38.359,1:38.374,98359,1.022113456,1:38.359
7528,988,839,10,31,9,1:38.896,1:38.392,1:38.397,98392,1.022456381,1:38.392
7529,988,13,3,19,10,1:38.629,1:38.565,1:38.550,98550,1.024098264,1:38.550
7530,988,4,1,14,11,1:38.820,1:38.636,,98636,1.024991946,1:38.636
7531,988,832,4,55,12,1:38.810,1:38.725,,98725,1.025916804,1:38.725
7532,988,838,1,2,13,1:38.777,1:38.808,,98777,1.026457171,1:38.777
7533,988,825,210,20,14,1:39.395,1:39.298,,99298,1.031871227,1:39.298
7534,988,840,3,18,15,1:39.503,1:39.646,,99503,1.034001517,1:39.503
7535,988,154,210,8,16,1:39.516,,,99516,1.034136609,1:39.516
7536,988,842,5,10,17,1:39.724,,,99724,1.036298074,1:39.724
7537,988,836,15,94,18,1:39.930,,,99930,1.038438757,1:39.930
7538,988,828,15,9,19,1:39.994,,,99994,1.039103823,1:39.994
7539,988,843,5,28,20,1:40.471,,,100471,1.044060646,1:40.471
7499,987,822,131,77,1,1:09.452,1:08.638,1:08.322,68322,1,1:08.322
7500,987,20,6,5,2,1:09.643,1:08.494,1:08.360,68360,1.00055619,1:08.360
7501,987,8,6,7,3,1:09.405,1:09.116,1:08.538,68538,1.0031615,1:08.538
7502,987,830,9,33,4,1:09.820,1:09.050,1:08.925,68925,1.008825854,1:08.925
7503,987,817,9,3,5,1:09.828,1:09.533,1:09.330,69330,1.014753666,1:09.330
7504,987,815,10,11,6,1:10.145,1:09.760,1:09.598,69598,1.018676268,1:09.598
7505,987,4,1,14,7,1:10.172,1:09.593,1:09.617,69593,1.018603085,1:09.593
7506,987,807,4,27,8,1:10.078,1:09.726,1:09.703,69703,1.020213109,1:09.703
7507,987,832,4,55,9,1:10.227,1:09.768,1:09.805,69768,1.021164486,1:09.768
7508,987,13,3,19,10,1:09.789,1:09.612,1:09.841,69612,1.01888118,1:09.612
7509,987,839,10,31,11,1:10.168,1:09.830,,69830,1.022071953,1:09.830
7510,987,154,210,8,12,1:10.148,1:09.879,,69879,1.022789146,1:09.879
7511,987,838,1,2,13,1:10.286,1:10.116,,70116,1.026258014,1:10.116
7512,987,825,210,20,14,1:10.521,1:10.154,,70154,1.026814203,1:10.154
7513,987,843,5,28,15,1:10.625,,,70625,1.03370803,1:10.625
7514,987,836,15,94,16,1:10.678,,,70678,1.034483768,1:10.678
7515,987,842,5,10,17,1:10.686,,,70686,1.034600861,1:10.686
7516,987,840,3,18,18,1:10.776,,,70776,1.035918152,1:10.776
7517,987,828,15,9,19,1:10.875,,,70875,1.037367173,1:10.875
7480,986,20,6,5,1,1:17.665,1:16.870,1:16.488,76488,1,1:16.488
7481,986,830,9,33,2,1:17.630,1:16.524,1:16.574,76524,1.000470662,1:16.524
7482,986,1,131,44,3,1:17.518,1:17.035,1:16.934,76934,1.00583098,1:16.934
7483,986,822,131,77,4,1:17.578,1:17.161,1:16.958,76958,1.006144755,1:16.958
7484,986,8,6,7,5,1:18.148,1:17.534,1:17.238,77238,1.00980546,1:17.238
7485,986,839,10,31,6,1:18.336,1:17.827,1:17.437,77437,1.012407175,1:17.437
7486,986,817,9,3,7,1:18.208,1:17.631,1:17.447,77447,1.012537914,1:17.447
7487,986,807,4,27,8,1:18.322,1:17.792,1:17.466,77466,1.012786319,1:17.466
7488,986,832,4,55,9,1:18.405,1:17.753,1:17.794,77753,1.016538542,1:17.753
7489,986,815,10,11,10,1:18.020,1:17.868,1:17.807,77807,1.017244535,1:17.807
7490,986,13,3,19,11,1:18.570,1:18.099,,78099,1.021062127,1:18.099
7491,986,840,3,18,12,1:18.902,1:19.159,,78902,1.031560506,1:18.902
7492,986,843,5,28,13,1:18.683,,,78683,1.028697312,1:18.683
7493,986,4,1,14,14,1:17.710,,,77710,1.015976362,1:17.710
7494,986,838,1,2,15,1:18.578,,,78578,1.027324548,1:18.578
7495,986,828,15,9,16,1:19.176,,,79176,1.035142767,1:19.176
7496,986,836,15,94,17,1:19.333,,,79333,1.037195377,1:19.333
7497,986,825,210,20,18,1:19.443,,,79443,1.038633511,1:19.443
7498,986,154,210,8,19,1:19.473,,,79473,1.03902573,1:19.473
7460,985,1,131,44,1,1:34.822,1:33.437,1:33.108,93108,1,1:33.108
7461,985,20,6,5,2,1:35.420,1:34.103,1:33.347,93347,1.002566912,1:33.347
7462,985,822,131,77,3,1:35.309,1:33.769,1:33.568,93568,1.004940499,1:33.568
7463,985,817,9,3,4,1:35.991,1:34.495,1:33.577,93577,1.005037161,1:33.577
7464,985,8,6,7,5,1:35.649,1:33.840,1:33.577,93577,1.005037161,1:33.577
7465,985,830,9,33,6,1:34.899,1:34.716,1:33.658,93658,1.005907119,1:33.658
7466,985,839,10,31,7,1:35.849,1:35.113,1:34.647,94647,1.016529192,1:34.647
7467,985,832,4,55,8,1:35.517,1:34.899,1:34.852,94852,1.018730936,1:34.852
7468,985,4,1,14,9,1:35.712,1:35.046,1:35.007,95007,1.02039567,1:35.007
7469,985,815,10,11,10,1:36.358,1:34.789,1:35.148,94789,1.018054303,1:34.789
7470,985,13,3,19,11,1:35.603,1:35.155,,95155,1.021985221,1:35.155
7471,985,826,5,26,12,1:36.073,1:35.529,,95529,1.026002062,1:35.529
7472,985,838,1,2,13,1:36.286,1:35.641,,95641,1.027204966,1:35.641
7473,985,154,210,8,14,1:36.835,1:35.870,,95870,1.029664476,1:35.870
7474,985,807,4,27,15,1:35.740,,,95740,1.028268248,1:35.740
7475,985,828,15,9,16,1:36.842,,,96842,1.040103965,1:36.842
7476,985,840,3,18,17,1:36.868,,,96868,1.040383211,1:36.868
7477,985,843,5,39,18,1:36.889,,,96889,1.040608755,1:36.889
7478,985,836,15,94,19,1:37.179,,,97179,1.043723418,1:37.179
7479,985,825,210,20,20,1:37.394,,,97394,1.046032564,1:37.394
7440,984,1,131,44,1,1:29.047,1:27.819,1:27.319,87319,1,1:27.319
7441,984,822,131,77,2,1:29.332,1:28.543,1:27.651,87651,1.003802151,1:27.651
7442,984,20,6,5,3,1:29.352,1:28.225,1:27.791,87791,1.005405467,1:27.791
7443,984,817,9,3,4,1:29.475,1:28.935,1:28.306,88306,1.011303382,1:28.306
7444,984,830,9,33,5,1:29.181,1:28.747,1:28.332,88332,1.011601141,1:28.332
7445,984,8,6,7,6,1:29.163,1:29.079,1:28.498,88498,1.013502216,1:28.498
7446,984,839,10,31,7,1:30.115,1:29.199,1:29.111,89111,1.020522452,1:29.111
7447,984,815,10,11,8,1:29.696,1:29.343,1:29.260,89260,1.022228839,1:29.260
7448,984,13,3,19,9,1:30.352,1:29.687,1:29.480,89480,1.024748337,1:29.480
7449,984,4,1,14,10,1:30.525,1:29.749,1:30.687,89749,1.027828995,1:29.749
7450,984,838,1,2,11,1:30.654,1:29.778,,89778,1.02816111,1:29.778
7451,984,807,4,27,12,1:30.252,1:29.879,,89879,1.029317789,1:29.879
7452,984,825,210,20,13,1:30.774,1:29.972,,89972,1.030382849,1:29.972
7453,984,835,4,30,14,1:30.516,1:30.022,,90022,1.030955462,1:30.022
7454,984,832,5,55,15,1:30.565,1:30.413,,90413,1.035433296,1:30.413
7455,984,154,210,8,16,1:30.849,,,90849,1.040426482,1:30.849
7456,984,842,5,10,17,1:31.317,,,91317,1.04578614,1:31.317
7457,984,840,3,18,18,1:31.409,,,91409,1.046839749,1:31.409
7458,984,828,15,9,19,1:31.597,,,91597,1.048992774,1:31.597
7459,984,836,15,94,20,1:31.885,,,91885,1.052291025,1:31.885
7420,983,1,131,44,1,1:31.605,1:30.977,1:30.076,90076,1,1:30.076
7421,983,8,6,7,2,1:32.259,1:30.926,1:30.121,90121,1.000499578,1:30.121
7422,983,830,9,33,3,1:31.920,1:30.931,1:30.541,90541,1.005162307,1:30.541
7423,983,817,9,3,4,1:32.416,1:31.061,1:30.595,90595,1.005761801,1:30.595
7439,983,822,131,77,5,1:32.254,1:30.803,1:30.758,90758,1.007571384,1:30.758
7425,983,839,10,31,6,1:32.527,1:31.651,1:31.478,91478,1.015564634,1:31.478
7426,983,838,1,2,7,1:32.838,1:31.848,1:31.582,91582,1.016719215,1:31.582
7427,983,807,4,27,8,1:32.586,1:31.778,1:31.607,91607,1.016996758,1:31.607
7428,983,815,10,11,9,1:32.768,1:31.484,1:31.658,91484,1.015631245,1:31.484
7429,983,4,1,14,10,1:33.049,1:32.010,1:31.704,91704,1.018073627,1:31.704
7430,983,13,3,19,11,1:32.267,1:32.034,,92034,1.0217372,1:32.034
7431,983,835,4,30,12,1:32.576,1:32.100,,92100,1.022469914,1:32.100
7432,983,840,3,18,13,1:33.000,1:32.307,,92307,1.024767974,1:32.307
7433,983,832,5,55,14,1:32.650,1:32.402,,92402,1.025822639,1:32.402
7434,983,842,5,10,15,1:32.547,1:32.558,,92547,1.02743239,1:32.547
7435,983,154,210,8,16,1:33.308,,,93308,1.035880812,1:33.308
7436,983,825,210,20,17,1:33.434,,,93434,1.037279631,1:33.434
7437,983,836,15,94,18,1:33.483,,,93483,1.037823616,1:33.483
7438,983,828,15,9,19,1:33.970,,,93970,1.043230161,1:33.970
7400,982,20,6,5,1,1:43.336,1:40.529,1:39.491,99491,1,1:39.491
7401,982,830,9,33,2,1:42.010,1:40.332,1:39.814,99814,1.003246525,1:39.814
7402,982,817,9,3,3,1:42.063,1:40.385,1:39.840,99840,1.003507855,1:39.840
7403,982,8,6,7,4,1:43.328,1:40.525,1:40.069,100069,1.005809571,1:40.069
7404,982,1,131,44,5,1:42.455,1:40.577,1:40.126,100126,1.006382487,1:40.126
7405,982,822,131,77,6,1:43.137,1:41.409,1:40.810,100810,1.013257481,1:40.810
7406,982,807,4,27,7,1:42.586,1:41.277,1:41.013,101013,1.015297866,1:41.013
7407,982,4,1,14,8,1:42.086,1:41.442,1:41.179,101179,1.016966359,1:41.179
7408,982,838,1,2,9,1:42.222,1:41.227,1:41.398,101227,1.017448814,1:41.227
7409,982,832,5,55,10,1:42.176,1:41.826,1:42.056,101826,1.02346946,1:41.826
7410,982,835,4,30,11,1:42.472,1:42.107,,102107,1.026293836,1:42.107
7411,982,815,10,11,12,1:43.594,1:42.246,,102246,1.027690947,1:42.246
7412,982,826,5,26,13,1:42.544,1:42.338,,102338,1.028615654,1:42.338
7413,982,839,10,31,14,1:43.626,1:42.760,,102760,1.032857243,1:42.760
7414,982,154,210,8,15,1:43.627,1:43.883,,103627,1.041571599,1:43.627
7415,982,825,210,20,16,1:43.756,,,103756,1.042868199,1:43.756
7416,982,13,3,19,17,1:44.014,,,104014,1.045461399,1:44.014
7417,982,840,3,18,18,1:44.728,,,104728,1.052637927,1:44.728
7418,982,836,15,94,19,1:45.059,,,105059,1.055964861,1:45.059
7419,982,828,15,9,20,1:45.570,,,105570,1.061101004,1:45.570
7380,981,1,131,44,1,1:36.009,1:34.660,1:35.554,94660,1,1:34.660
7381,981,830,9,33,2,1:37.344,1:36.113,1:36.702,96113,1.015349673,1:36.113
7382,981,817,9,3,3,1:38.304,1:37.313,1:36.841,96841,1.023040355,1:36.841
7383,981,840,3,18,4,1:37.653,1:37.002,1:37.032,97002,1.024741179,1:37.002
7384,981,839,10,31,5,1:38.775,1:37.580,1:37.719,97580,1.030847243,1:37.580
7385,981,822,131,77,6,1:35.716,1:35.396,1:37.833,95396,1.007775195,1:35.396
7386,981,8,6,7,7,1:38.235,1:37.031,1:37.987,97031,1.025047539,1:37.031
7387,981,20,6,5,8,1:37.198,1:36.223,1:38.064,96223,1.016511726,1:36.223
7388,981,13,3,19,9,1:38.338,1:37.456,1:38.251,97456,1.029537291,1:37.456
7389,981,838,1,2,10,1:38.767,1:37.471,1:39.157,97471,1.029695753,1:37.471
7390,981,815,10,11,11,1:38.511,1:37.582,,97582,1.030868371,1:37.582
7391,981,807,4,27,12,1:39.242,1:38.059,,98059,1.035907458,1:38.059
7392,981,4,1,14,13,1:39.134,1:38.202,,98202,1.037418128,1:38.202
7393,981,826,5,26,14,1:39.183,1:38.245,,98245,1.037872385,1:38.245
7394,981,832,5,55,15,1:39.788,1:38.526,,98526,1.040840904,1:38.526
7395,981,825,210,20,16,1:40.489,,,100489,1.06157828,1:40.489
7396,981,835,4,30,17,1:40.646,,,100646,1.063236848,1:40.646
7397,981,828,15,9,18,1:41.732,,,101732,1.074709487,1:41.732
7398,981,836,15,94,19,1:41.875,,,101875,1.076220156,1:41.875
7399,981,154,210,8,20,1:43.355,,,103355,1.09185506,1:43.355
7360,980,1,131,44,1,1:44.184,1:42.927,1:42.553,102553,1,1:42.553
7361,980,20,6,5,2,1:44.275,1:43.987,1:42.795,102795,1.002359755,1:42.795
7362,980,822,131,77,3,1:44.773,1:43.249,1:43.094,103094,1.005275321,1:43.094
7363,980,8,6,7,4,1:44.729,1:43.700,1:43.270,103270,1.006991507,1:43.270
7364,980,830,9,33,5,1:44.535,1:43.940,1:43.380,103380,1.008064123,1:43.380
